@relation data_banknote_authentication.txt-weka.filters.unsupervised.attribute.Discretize-unset-class-temporarily-B10-M-1.0-Rfirst-last

@attribute variance {'\'(-inf--5.65541]\'','\'(-5.65541--4.26872]\'','\'(-4.26872--2.88203]\'','\'(-2.88203--1.49534]\'','\'(-1.49534--0.10865]\'','\'(-0.10865-1.27804]\'','\'(1.27804-2.66473]\'','\'(2.66473-4.05142]\'','\'(4.05142-5.43811]\'','\'(5.43811-inf)\''}
@attribute skewness {'\'(-inf--11.10063]\'','\'(-11.10063--8.42816]\'','\'(-8.42816--5.75569]\'','\'(-5.75569--3.08322]\'','\'(-3.08322--0.41075]\'','\'(-0.41075-2.26172]\'','\'(2.26172-4.93419]\'','\'(4.93419-7.60666]\'','\'(7.60666-10.27913]\'','\'(10.27913-inf)\''}
@attribute curtosis {'\'(-inf--2.96475]\'','\'(-2.96475--0.6434]\'','\'(-0.6434-1.67795]\'','\'(1.67795-3.9993]\'','\'(3.9993-6.32065]\'','\'(6.32065-8.642]\'','\'(8.642-10.96335]\'','\'(10.96335-13.2847]\'','\'(13.2847-15.60605]\'','\'(15.60605-inf)\''}
@attribute entropy {'\'(-inf--7.44843]\'','\'(-7.44843--6.34866]\'','\'(-6.34866--5.24889]\'','\'(-5.24889--4.14912]\'','\'(-4.14912--3.04935]\'','\'(-3.04935--1.94958]\'','\'(-1.94958--0.84981]\'','\'(-0.84981-0.24996]\'','\'(0.24996-1.34973]\'','\'(1.34973-inf)\''}
@attribute genuine? {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}

@data
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-inf--5.65541]\'','\'(7.60666-10.27913]\'','\'(-0.6434-1.67795]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-8.42816--5.75569]\'','\'(8.642-10.96335]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(-8.42816--5.75569]\'','\'(10.96335-13.2847]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-5.75569--3.08322]\'','\'(6.32065-8.642]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(15.60605-inf)\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-8.42816--5.75569]\'','\'(10.96335-13.2847]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(6.32065-8.642]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(13.2847-15.60605]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-8.42816--5.75569]\'','\'(8.642-10.96335]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-inf--5.65541]\'','\'(4.93419-7.60666]\'','\'(-0.6434-1.67795]\'','\'(-7.44843--6.34866]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(10.96335-13.2847]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-5.24889--4.14912]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-5.24889--4.14912]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(6.32065-8.642]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-11.10063--8.42816]\'','\'(6.32065-8.642]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-5.75569--3.08322]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-5.24889--4.14912]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(4.93419-7.60666]\'','\'(-0.6434-1.67795]\'','\'(-7.44843--6.34866]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-0.41075-2.26172]\'','\'(1.67795-3.9993]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-5.75569--3.08322]\'','\'(3.9993-6.32065]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(1.27804-2.66473]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(4.93419-7.60666]\'','\'(-inf--2.96475]\'','\'(-7.44843--6.34866]\'','\'(0.9-inf)\''
'\'(-inf--5.65541]\'','\'(7.60666-10.27913]\'','\'(-0.6434-1.67795]\'','\'(-6.34866--5.24889]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-3.08322--0.41075]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-inf--2.96475]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-inf--5.65541]\'','\'(7.60666-10.27913]\'','\'(-0.6434-1.67795]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-8.42816--5.75569]\'','\'(8.642-10.96335]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(-5.75569--3.08322]\'','\'(8.642-10.96335]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-5.75569--3.08322]\'','\'(6.32065-8.642]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(-inf--11.10063]\'','\'(15.60605-inf)\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(-8.42816--5.75569]\'','\'(10.96335-13.2847]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-0.41075-2.26172]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-3.08322--0.41075]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(13.2847-15.60605]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(8.642-10.96335]\'','\'(1.34973-inf)\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(1.34973-inf)\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-3.08322--0.41075]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-8.42816--5.75569]\'','\'(6.32065-8.642]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-5.75569--3.08322]\'','\'(3.9993-6.32065]\'','\'(1.34973-inf)\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(4.93419-7.60666]\'','\'(-0.6434-1.67795]\'','\'(-7.44843--6.34866]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(10.96335-13.2847]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-5.75569--3.08322]\'','\'(3.9993-6.32065]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(6.32065-8.642]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(6.32065-8.642]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-5.75569--3.08322]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(1.27804-2.66473]\'','\'(-0.41075-2.26172]\'','\'(-inf--2.96475]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(4.93419-7.60666]\'','\'(-0.6434-1.67795]\'','\'(-6.34866--5.24889]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-5.75569--3.08322]\'','\'(1.67795-3.9993]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(1.27804-2.66473]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(1.27804-2.66473]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-6.34866--5.24889]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(7.60666-10.27913]\'','\'(-0.6434-1.67795]\'','\'(-5.24889--4.14912]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-3.08322--0.41075]\'','\'(-2.96475--0.6434]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(1.27804-2.66473]\'','\'(-0.41075-2.26172]\'','\'(-inf--2.96475]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(1.27804-2.66473]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-inf--5.65541]\'','\'(7.60666-10.27913]\'','\'(-0.6434-1.67795]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(2.26172-4.93419]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-2.96475--0.6434]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(3.9993-6.32065]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-8.42816--5.75569]\'','\'(10.96335-13.2847]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-5.65541--4.26872]\'','\'(-5.75569--3.08322]\'','\'(8.642-10.96335]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(8.642-10.96335]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(15.60605-inf)\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-8.42816--5.75569]\'','\'(10.96335-13.2847]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-0.41075-2.26172]\'','\'(1.67795-3.9993]\'','\'(1.34973-inf)\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-8.42816--5.75569]\'','\'(6.32065-8.642]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(13.2847-15.60605]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(1.34973-inf)\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-1.94958--0.84981]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-0.41075-2.26172]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-inf--5.65541]\'','\'(4.93419-7.60666]\'','\'(-0.6434-1.67795]\'','\'(-7.44843--6.34866]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(2.26172-4.93419]\'','\'(-2.96475--0.6434]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(1.67795-3.9993]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-2.88203--1.49534]\'','\'(-11.10063--8.42816]\'','\'(8.642-10.96335]\'','\'(-0.84981-0.24996]\'','\'(0.9-inf)\''
'\'(-4.26872--2.88203]\'','\'(-inf--11.10063]\'','\'(10.96335-13.2847]\'','\'(-3.04935--1.94958]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-8.42816--5.75569]\'','\'(3.9993-6.32065]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-1.49534--0.10865]\'','\'(-3.08322--0.41075]\'','\'(-0.6434-1.67795]\'','\'(0.24996-1.34973]\'','\'(0.9-inf)\''
'\'(-0.10865-1.27804]\'','\'(2.26172-4.93419]\'','\'(-inf--2.96475]\'','\'(-4.14912--3.04935]\'','\'(0.9-inf)\''
